POSICAO_RANKING,IBGE,UF,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,QTD_UBS,UBS_POR_10MIL,DADO_UBS_AUSENTE,QTD_LEITOS_SUS,LEITOS_SUS_POR_10MIL,DEFICIT_UBS,DEFICIT_LEITOS,IPIS,FAIXA_IPIS
1715,170382,TO,Cachoeirinha,1982.0,1.0,5.045408678102927,False,0.0,0.0,41.12765867402862,100.0,70.56382933701431,Alta prioridade
1716,431267,RS,Nicolau Vergueiro,1982.0,1.0,5.045408678102927,False,0.0,0.0,41.12765867402862,100.0,70.56382933701431,Alta prioridade
1717,313652,MG,José Gonçalves de Minas,3963.0,2.0,5.046681806712087,False,0.0,0.0,41.1128031753342,100.0,70.5564015876671,Alta prioridade
1718,430450,RS,Canguçu,50968.0,9.0,1.7658138439805369,False,81.0,15.89232459582483,79.39560460342416,61.7103146051614,70.55295960429278,Alta prioridade
1719,130240,AM,Lábrea,49469.0,13.0,2.6279083870706907,False,58.0,11.72451434231539,69.3362561077649,71.75190055629307,70.54407833202899,Alta prioridade
1720,250380,PB,Caldas Brandão,5942.0,3.0,5.048805116122518,False,0.0,0.0,41.08802734361734,100.0,70.54401367180867,Alta prioridade
1721,260350,PE,Camocim de São Félix,18018.0,6.0,3.33000333000333,False,15.0,8.325008325008325,61.14386263467357,79.94239623335375,70.54312943401365,Alta prioridade
1722,510185,MT,Bom Jesus do Araguaia,7912.0,4.0,5.055611729019212,False,0.0,0.0,41.00860439429965,100.0,70.50430219714983,Alta prioridade
1723,412750,PR,Tibagi,20374.0,7.0,3.4357514479238245,False,16.0,7.853146166683027,59.90994092684171,81.07926286875784,70.49460189779978,Alta prioridade
1724,510140,MT,Aripuanã,26558.0,6.0,2.2592062655320433,False,36.0,13.555237593192258,73.6384560942672,67.3411035770074,70.48977983563731,Alta prioridade
1725,231350,CE,Trairi,62004.0,26.0,4.19327785304174,False,26.0,4.19327785304174,51.07074554528809,89.89705446814911,70.4839000067186,Alta prioridade
1726,353480,SP,Ouro Verde,7900.0,4.0,5.063291139240507,False,0.0,0.0,40.91899721110113,100.0,70.45949860555056,Alta prioridade
1727,291520,BA,Itagibá,15796.0,8.0,5.064573309698657,False,0.0,0.0,40.904036207609394,100.0,70.4520181038047,Alta prioridade
1728,314060,MG,Materlândia,3949.0,2.0,5.064573309698657,False,0.0,0.0,40.904036207609394,100.0,70.4520181038047,Alta prioridade
1729,421740,SC,Schroeder,21710.0,11.0,5.066789497927222,False,0.0,0.0,40.87817661958416,100.0,70.43908830979208,Alta prioridade
1730,260680,PE,Igarassu,123017.0,39.0,3.170293536665664,False,113.0,9.185722298544103,63.007436046929,77.86866138966168,70.43804871829533,Alta prioridade
1731,510035,MT,Alto Boa Vista,5920.0,3.0,5.0675675675675675,False,0.0,0.0,40.8690977155024,100.0,70.4345488577512,Alta prioridade
1732,350740,SP,Borborema,14405.0,4.0,2.7768136063866713,False,16.0,11.107254425546685,67.59875584642131,73.23907682666243,70.41891633654187,Alta prioridade
1733,510675,MT,Pontes e Lacerda,55762.0,13.0,2.3313367526272373,False,74.0,13.270686130339659,72.79680164619313,68.02667892664061,70.41174028641687,Alta prioridade
1734,150815,PA,Uruará,45962.0,7.0,1.5229972586049345,False,79.0,17.188111918541406,82.22890945658311,58.58834911633212,70.40862928645761,Alta prioridade
1735,421545,SC,Sangão,13797.0,7.0,5.073566717402334,False,0.0,0.0,40.79909664734893,100.0,70.39954832367447,Alta prioridade
1736,170560,TO,Conceição do Tocantins,3942.0,2.0,5.073566717402334,False,0.0,0.0,40.79909664734893,100.0,70.39954832367447,Alta prioridade
1737,280260,SE,Gracho Cardoso,5910.0,3.0,5.0761421319796955,False,0.0,0.0,40.769045427372966,100.0,70.38452271368648,Alta prioridade
1738,292750,BA,Santa Bárbara,21787.0,9.0,4.130903749942626,False,10.0,4.589893055491808,51.79855764572096,88.94148178065109,70.37001971318603,Alta prioridade
1739,270900,AL,Tanque d'Arca,5906.0,3.0,5.079580088046055,False,0.0,0.0,40.72892964371388,100.0,70.36446482185694,Alta prioridade
1740,430215,RS,Boa Vista das Missões,1968.0,1.0,5.081300813008131,False,0.0,0.0,40.70885136784792,100.0,70.35442568392396,Alta prioridade
1741,292593,BA,Quixabeira,9839.0,5.0,5.081817257851408,False,0.0,0.0,40.7028252322008,100.0,70.3514126161004,Alta prioridade
1742,291970,BA,Macarani,22768.0,6.0,2.6352775825720305,False,27.0,11.85874912157414,69.25026866442148,71.42848610324236,70.33937738383193,Alta prioridade
1743,313505,MG,Jaíba,39639.0,15.0,3.784151971543177,False,25.0,6.3069199525719615,55.84463009608898,84.80461562823515,70.32462286216207,Alta prioridade
1744,290310,BA,Barra do Rocha,5898.0,3.0,5.08646998982706,False,0.0,0.0,40.64853483821197,100.0,70.32426741910598,Alta prioridade
1745,270090,AL,Belo Monte,5895.0,3.0,5.089058524173028,False,0.0,0.0,40.618330530241586,100.0,70.3091652651208,Alta prioridade
1746,430535,RS,Charqueadas,36110.0,6.0,1.6615895873719193,False,60.0,16.61589587371919,80.61174513850867,59.96700031377101,70.28937272613985,Alta prioridade
1747,150275,PA,Concórdia do Pará,28270.0,8.0,2.8298549699327906,False,31.0,10.965688008489565,66.97984279927124,73.5801555366339,70.27999916795257,Alta prioridade
1748,430595,RS,Cotiporã,3926.0,2.0,5.094243504839532,False,0.0,0.0,40.55782959344102,100.0,70.27891479672051,Alta prioridade
1749,330225,RJ,Itatiaia,32713.0,8.0,2.445510958945985,False,42.0,12.838932534466421,71.46456014231033,69.06691122584874,70.26573568407954,Alta prioridade
1750,315770,MG,Santa Juliana,16820.0,3.0,1.78359096313912,False,27.0,16.05231866825208,79.18817232317326,61.32483778826528,70.25650505571927,Alta prioridade
1751,150650,PA,Santa Izabel do Pará,79195.0,28.0,3.5355767409558685,False,60.0,7.576235873476861,58.74512968967602,81.74642820039486,70.24577894503544,Alta prioridade
1752,354840,SP,Santópolis do Aguapeí,3921.0,2.0,5.10073960724305,False,0.0,0.0,40.48202983520771,100.0,70.24101491760385,Alta prioridade
1753,420810,SC,Itaiópolis,22906.0,9.0,3.9291015454466076,False,13.0,5.675368898978434,54.153286275531414,86.32622381129654,70.23975504341398,Alta prioridade
1754,316720,MG,Sete Lagoas,238909.0,68.0,2.8462720115190305,False,261.0,10.924661691271572,66.78828058152217,73.67900103715925,70.23364080934071,Alta prioridade
1755,320115,ES,Brejetuba,13718.0,7.0,5.102784662487243,False,0.0,0.0,40.45816711207707,100.0,70.22908355603853,Alta prioridade
1756,315737,MG,Santa Cruz de Salinas,3919.0,2.0,5.103342689461597,False,0.0,0.0,40.45165577541452,100.0,70.22582788770725,Alta prioridade
1757,280540,SE,Poço Redondo,29238.0,11.0,3.762227238525207,False,19.0,6.498392502907175,56.10045880057364,84.34329710495197,70.22187795276281,Alta prioridade
1758,211240,MA,Turiaçu,38993.0,10.0,2.5645628702587646,False,48.0,12.309901777242068,70.07540314721226,70.34151527361877,70.20845921041551,Alta prioridade
1759,251310,PB,Salgado de São Félix,11741.0,6.0,5.110297248956647,False,0.0,0.0,40.37050651150229,100.0,70.18525325575115,Alta prioridade
1760,270110,AL,Branquinha,9779.0,5.0,5.112997238981491,False,0.0,0.0,40.33900168316021,100.0,70.1695008415801,Alta prioridade
1761,150760,PA,São Miguel do Guamá,55970.0,15.0,2.6800071466857243,False,66.0,11.792031445417189,68.72834183274739,71.58923029235837,70.15878606255288,Alta prioridade
1762,354250,SP,Reginópolis,7820.0,4.0,5.115089514066495,False,0.0,0.0,40.314587975409076,100.0,70.15729398770453,Alta prioridade
1763,510336,MT,Conquista D'Oeste,3908.0,2.0,5.117707267144319,False,0.0,0.0,40.284042728722994,100.0,70.1420213643615,Alta prioridade
1764,260105,PE,Araçoiaba,19996.0,9.0,4.500900180036007,False,6.0,3.000600120024005,47.481255022370604,92.77059602585652,70.12592552411357,Alta prioridade
1765,313130,MG,Ipatinga,235311.0,22.0,0.9349329185630931,False,477.0,20.27104555248161,89.09073706211076,51.160577412767175,70.12565723743897,Alta prioridade
1766,316130,MG,São Francisco de Sales,5858.0,3.0,5.121201775349949,False,0.0,0.0,40.24326706653708,100.0,70.12163353326854,Alta prioridade
1767,313820,MG,Lavras,110682.0,22.0,1.9876764062810575,False,168.0,15.17861982978262,76.80680172767337,63.429857318486825,70.11832952308009,Alta prioridade
1768,355010,SP,São Manuel,38131.0,9.0,2.360284283129212,False,51.0,13.374944271065537,72.45902744295515,67.77548776928825,70.1172576061217,Alta prioridade
1769,352370,SP,Itirapuã,5857.0,3.0,5.122076148198737,False,0.0,0.0,40.23306444865532,100.0,70.11653222432766,Alta prioridade
1770,351930,SP,Ibaté,33160.0,11.0,3.317249698431846,False,29.0,8.745476477683956,61.292678359806146,78.92935417097802,70.11101626539208,Alta prioridade
1771,150460,PA,Mocajuba,28903.0,8.0,2.7678787669100093,False,33.0,11.417499913503788,67.70301200343901,72.49159636479429,70.09730418411665,Alta prioridade
1772,312900,MG,Guiricema,7803.0,4.0,5.126233499935922,False,0.0,0.0,40.18455439801345,100.0,70.09227719900673,Alta prioridade
1773,291072,BA,Eunápolis,121067.0,34.0,2.808362311777776,False,136.0,11.233449247111103,67.2306298390597,72.93503319937402,70.08283151921685,Alta prioridade
1774,520350,GO,Bom Jesus de Goiás,24925.0,7.0,2.8084252758274824,False,28.0,11.23370110330993,67.22989514316843,72.93442639735713,70.08216077026279,Alta prioridade
1775,292430,BA,Piatã,20938.0,,,True,26.0,12.417613907727578,,70.08200235185393,70.08200235185393,Alta prioridade
1776,354300,SP,Ribeirão Branco,18942.0,6.0,3.1675641431738994,False,18.0,9.502692429521698,63.03928396956754,77.10497911514526,70.0721315423564,Alta prioridade
1777,312610,MG,Formiga,70897.0,18.0,2.538894452515621,False,89.0,12.553422570771684,70.37491502961544,69.75479591012176,70.0648554698686,Alta prioridade
1778,292550,BA,Prado,37533.0,11.0,2.9307542695761066,False,40.0,10.657288253004024,65.80249951805536,74.3231890395167,70.06284427878603,Alta prioridade
1779,251640,PB,Tacima,7794.0,4.0,5.1321529381575575,False,0.0,0.0,40.115483444662416,100.0,70.0577417223312,Alta prioridade
1780,250140,PB,Baía da Traição,9741.0,5.0,5.13294322964788,False,0.0,0.0,40.10626192994802,100.0,70.053130964974,Alta prioridade
1781,352390,SP,Itu,175047.0,18.0,1.028295257845036,False,348.0,19.880374985004025,88.00133878818058,52.10182757611141,70.05158318214599,Alta prioridade
1782,316905,MG,Tocos do Moji,3894.0,2.0,5.136106831022086,False,0.0,0.0,40.069347453479566,100.0,70.03467372673978,Alta prioridade
1783,353100,SP,Monções,1947.0,1.0,5.136106831022086,False,0.0,0.0,40.069347453479566,100.0,70.03467372673978,Alta prioridade
1784,110028,RO,Rolim de Moura,62959.0,15.0,2.38250289871186,False,84.0,13.342016232786417,72.19976957033737,67.85482192954748,70.02729574994243,Alta prioridade
1785,521870,GO,Rianápolis,3893.0,2.0,5.137426149499101,False,0.0,0.0,40.053952988402116,100.0,70.02697649420105,Alta prioridade
1786,290890,BA,Coração de Maria,28408.0,8.0,2.8161081385525204,False,32.0,11.264432554210082,67.1402476744367,72.86038451760577,70.00031609602124,Alta prioridade
1787,230730,CE,Juazeiro do Norte,305531.0,54.0,1.7674147631500567,False,500.0,16.364951510648673,79.37692428121511,60.57160542711627,69.97426485416568,Alta prioridade
1788,330040,RJ,Barra Mansa,181679.0,52.0,2.862191007216024,False,201.0,11.063469085585014,66.602529811261,73.34456969411109,69.97354975268604,Alta prioridade
1789,430830,RS,Fontoura Xavier,9710.0,5.0,5.1493305870236865,False,0.0,0.0,39.915046082350536,100.0,69.95752304117526,Alta prioridade
1790,261300,PE,São Bento do Una,51165.0,15.0,2.931691586045148,False,55.0,10.749535815498877,65.79156244266336,74.10093520087459,69.94624882176898,Alta prioridade
1791,320035,ES,Alto Rio Novo,7760.0,4.0,5.154639175257732,False,0.0,0.0,39.85310283088903,100.0,69.92655141544452,Alta prioridade
1792,351310,SP,Cravinhos,34307.0,15.0,4.3722855393942925,False,13.0,3.7893141341417205,48.98199470600376,90.87033207862999,69.92616339231688,Alta prioridade
1793,311787,MG,Confins,7758.0,4.0,5.155968032998196,False,0.0,0.0,39.83759705693464,100.0,69.91879852846732,Alta prioridade
1794,292510,BA,Poções,50773.0,14.0,2.7573710436649397,False,59.0,11.620349398302247,67.82562135164252,72.00286717300074,69.91424426232163,Alta prioridade
1795,270770,AL,Rio Largo,97658.0,26.0,2.6623522906469512,False,118.0,12.082983472936164,68.9343474860231,70.88823393833106,69.91129071217708,Alta prioridade
1796,411520,PR,Maringá,429660.0,42.0,0.9775171065493646,False,870.0,20.24856863566541,88.59384354759773,51.21473148370556,69.90428751565165,Alta prioridade
1797,411280,PR,Joaquim Távora,12341.0,1.0,0.810307106393323,False,26.0,21.0679847662264,90.54493310849402,49.24049633280265,69.89271472064834,Alta prioridade
1798,411575,PR,Mauá da Serra,9689.0,5.0,5.160491278769738,False,0.0,0.0,39.78481757246607,100.0,69.89240878623303,Alta prioridade
1799,230837,CE,Miraíma,14826.0,6.0,4.046944556859571,False,8.0,5.395926075812762,52.77823532655796,86.99949081640605,69.888863071482,Alta prioridade
1800,355680,SP,Viradouro,17685.0,5.0,2.827254735651682,False,20.0,11.309018942606729,67.010183627912,72.75296166865085,69.88157264828143,Alta prioridade
1801,280190,SE,Cumbe,3872.0,2.0,5.1652892561983474,False,0.0,0.0,39.72883238219252,100.0,69.86441619109627,Alta prioridade
1802,211200,MA,Tasso Fragoso,9130.0,1.0,1.095290251916758,False,18.0,19.715224534501644,87.21960783044082,52.499727754554364,69.85966779249759,Alta prioridade
1803,412690,PR,Tapira,5807.0,3.0,5.166178749784742,False,0.0,0.0,39.71845332801347,100.0,69.85922666400674,Alta prioridade
1804,310855,MG,Brasilândia de Minas,15485.0,8.0,5.166289958023894,False,0.0,0.0,39.717155694891694,100.0,69.85857784744584,Alta prioridade
1805,317057,MG,Vargem Alegre,5800.0,3.0,5.172413793103448,False,0.0,0.0,39.64569973720244,100.0,69.82284986860122,Alta prioridade
1806,292840,BA,Santa Rita de Cássia,28890.0,10.0,3.4614053305642094,False,24.0,8.307372793354102,59.610598647256744,79.98488586127063,69.79774225426368,Alta prioridade
1807,510724,MT,Santa Carmem,5795.0,3.0,5.176876617773943,False,0.0,0.0,39.59362527623368,100.0,69.79681263811685,Alta prioridade
1808,316095,MG,São Domingos das Dores,5793.0,3.0,5.178663904712583,False,0.0,0.0,39.57277032207392,100.0,69.78638516103696,Alta prioridade
1809,431846,RS,São José do Herval,1931.0,1.0,5.178663904712583,False,0.0,0.0,39.57277032207392,100.0,69.78638516103696,Alta prioridade
1810,410337,PR,Brasilândia do Sul,3861.0,2.0,5.18000518000518,False,0.0,0.0,39.55711965393667,100.0,69.77855982696833,Alta prioridade
1811,430513,RS,Cerro Branco,3859.0,2.0,5.182689816014512,False,0.0,0.0,39.52579398389465,100.0,69.76289699194733,Alta prioridade
1812,311455,MG,Carneirinho,9633.0,5.0,5.190491020450534,False,0.0,0.0,39.43476564513897,100.0,69.71738282256948,Alta prioridade
1813,354430,SP,Roseira,11137.0,,,True,14.0,12.57071024512885,,69.71314438152675,69.71314438152675,Alta prioridade
1814,230015,CE,Acarape,14340.0,6.0,4.184100418410042,False,7.0,4.881450488145049,51.17783242339947,88.23902681231044,69.70842961785496,Alta prioridade
1815,251100,PB,Pedra Branca,3851.0,2.0,5.193456245131134,False,0.0,0.0,39.40016592673318,100.0,69.70008296336658,Alta prioridade
1816,316300,MG,São José da Safira,3849.0,2.0,5.1961548454143935,False,0.0,0.0,39.36867731458806,100.0,69.68433865729403,Alta prioridade
1817,430675,RS,Doutor Ricardo,1924.0,1.0,5.197505197505198,False,0.0,0.0,39.352920733848606,100.0,69.6764603669243,Alta prioridade
1818,410410,PR,Campo do Tenente,7693.0,4.0,5.19953204211621,False,0.0,0.0,39.329270501455724,100.0,69.66463525072786,Alta prioridade
1819,510385,MT,Gaúcha do Norte,9397.0,2.0,2.1283388315419813,False,14.0,14.898371820793871,75.16548249269442,64.10506427339186,69.63527338304314,Alta prioridade
1820,270570,AL,Olho d'Água das Flores,21135.0,11.0,5.204636858291933,False,0.0,0.0,39.26970496385957,100.0,69.63485248192978,Alta prioridade
1821,311615,MG,Chapada Gaúcha,12904.0,3.0,2.3248605083694978,False,18.0,13.949163050216987,72.87236968969111,66.3920113452481,69.63219051746961,Alta prioridade
1822,351320,SP,Cristais Paulista,9600.0,5.0,5.208333333333333,False,0.0,0.0,39.22657265204413,100.0,69.61328632602206,Alta prioridade
1823,280520,SE,Pinhão,5759.0,3.0,5.209237714881056,False,0.0,0.0,39.21601987771734,100.0,69.60800993885867,Alta prioridade
1824,230490,CE,Groaíras,11369.0,2.0,1.7591696719148562,False,19.0,16.712111883191135,79.47313211222178,59.7351852189802,69.60415866560099,Alta prioridade
1825,240290,RN,Coronel João Pessoa,4297.0,1.0,2.327205026762858,False,6.0,13.963230160577147,72.84501268138811,66.35811918385551,69.60156593262181,Alta prioridade
1826,420400,SC,Catanduvas,11033.0,1.0,0.9063717937097797,False,23.0,20.846551255324936,89.42400249179052,49.77400037855559,69.59900143517305,Alta prioridade
1827,500090,MS,Antônio João,9717.0,3.0,3.0873726458783577,False,10.0,10.291242152927857,63.974998299451904,75.20511099671145,69.59005464808168,Alta prioridade
1828,314820,MG,Patrocínio do Muriaé,5754.0,3.0,5.213764337851929,False,0.0,0.0,39.163200986404966,100.0,69.58160049320249,Alta prioridade
1829,500060,MS,Amambai,41751.0,10.0,2.395152211923068,False,57.0,13.652367607961487,72.05217108378835,67.10708635155464,69.5796287176715,Alta prioridade
1830,150503,PA,Novo Progresso,37054.0,9.0,2.428887569493172,False,50.0,13.493819830517623,71.6585301297383,67.48907858194056,69.57380435583943,Alta prioridade
1831,220217,PI,Campo Largo do Piauí,7669.0,4.0,5.215803885773894,False,0.0,0.0,39.139402525452994,100.0,69.5697012627265,Alta prioridade
1832,521000,GO,Inhumas,53884.0,12.0,2.2270061613837133,False,78.0,14.475540048994135,74.01418294675778,65.12380104909347,69.56899199792562,Alta prioridade
1833,291260,BA,Ibiquera,3833.0,2.0,5.217845030002609,False,0.0,0.0,39.11558543799881,100.0,69.55779271899941,Alta prioridade
1834,520330,GO,Bela Vista de Goiás,37305.0,11.0,2.948666398606085,False,41.0,10.990483849349953,65.59349187538325,73.52041443709115,69.5569531562372,Alta prioridade
1835,150293,PA,Dom Eliseu,62823.0,14.0,2.228483198828455,False,91.0,14.485140792384955,73.99694813821286,65.10066979212885,69.54880896517085,Alta prioridade
1836,354020,SP,Pontal,38286.0,14.0,3.6566891291856027,False,29.0,7.5745703390273205,57.33193002368872,81.7504410047963,69.54118551424251,Alta prioridade
1837,315530,MG,Rio Manso,5746.0,3.0,5.221023320570832,False,0.0,0.0,39.07849956069861,100.0,69.53924978034931,Alta prioridade
1838,353090,SP,Mombuca,3830.0,2.0,5.221932114882506,False,0.0,0.0,39.067895296044256,100.0,69.53394764802212,Alta prioridade
1839,354110,SP,Presidente Alves,3830.0,2.0,5.221932114882506,False,0.0,0.0,39.067895296044256,100.0,69.53394764802212,Alta prioridade
1840,421690,SC,São Lourenço do Oeste,26056.0,7.0,2.6865213386552043,False,32.0,12.281240405280935,68.65233099644892,70.41056967209643,69.53145033427268,Alta prioridade
1841,313870,MG,Luminárias,5744.0,3.0,5.222841225626741,False,0.0,0.0,39.05728733909718,100.0,69.52864366954859,Alta prioridade
1842,355310,SP,Taiaçu,5744.0,3.0,5.222841225626741,False,0.0,0.0,39.05728733909718,100.0,69.52864366954859,Alta prioridade
1843,521850,GO,Quirinópolis,50329.0,17.0,3.377774245464841,False,45.0,8.941167120348108,60.58644780072564,78.4578729161657,69.52216035844566,Alta prioridade
1844,412865,PR,Virmond,3828.0,2.0,5.2246603970741905,False,0.0,0.0,39.03606034060852,100.0,69.51803017030426,Alta prioridade
1845,410950,PR,Guaraqueçaba,7446.0,1.0,1.3430029546065,False,14.0,18.802041364491004,84.3291726419453,54.69987764935042,69.51452514564787,Alta prioridade
1846,292467,BA,Piraí do Norte,11481.0,6.0,5.226025607525476,False,0.0,0.0,39.020130385118755,100.0,69.51006519255938,Alta prioridade
1847,150178,PA,Breu Branco,47066.0,18.0,3.824416776441593,False,32.0,6.798963158118387,55.37480029861567,83.61912640496632,69.496963351791,Alta prioridade
1848,411990,PR,Ponta Grossa,375632.0,68.0,1.8102824040550325,False,622.0,16.558759637091622,78.87672329687268,60.104659755089585,69.49069152598113,Alta prioridade
1849,310210,MG,Alto Rio Doce,10931.0,2.0,1.8296587686396486,False,18.0,16.46692891775684,78.65063022448535,60.32590928543421,69.48826975495979,Alta prioridade
1850,420820,SC,Itajaí,294850.0,45.0,1.526199762591148,False,529.0,17.941326098015942,82.19154104506228,56.77361560814614,69.48257832660421,Alta prioridade
1851,293360,BA,Xique-Xique,47019.0,12.0,2.5521597652013015,False,61.0,12.97347880643995,70.22012875439921,68.74274628736842,69.48143752088382,Alta prioridade
1852,330240,RJ,Macaé,264439.0,63.0,2.382401990629219,False,365.0,13.802805183804205,72.20094701610299,66.74463418693593,69.47279060151945,Alta prioridade
1853,312680,MG,Frei Gaspar,5731.0,3.0,5.234688536032106,False,0.0,0.0,38.91904702072486,100.0,69.45952351036243,Alta prioridade
1854,150085,PA,Anapu,35638.0,10.0,2.8059936023345866,False,42.0,11.785173129805266,67.25826912058048,71.60575416496968,69.43201164277508,Alta prioridade
1855,230725,CE,Jijoca de Jericoacoara,28198.0,9.0,3.1917157245194696,False,28.0,9.929782254060571,62.75747128971283,76.07598333052438,69.4167273101186,Alta prioridade
1856,250905,PB,Marcação,9537.0,5.0,5.242738806752647,False,0.0,0.0,38.82511245251376,100.0,69.41255622625688,Alta prioridade
1857,251190,PB,Pitimbu,17166.0,9.0,5.2429220552254465,False,0.0,0.0,38.822974218066086,100.0,69.41148710903305,Prioridade moderada
1858,311790,MG,Congonhal,11444.0,6.0,5.2429220552254465,False,0.0,0.0,38.822974218066086,100.0,69.41148710903305,Prioridade moderada
1859,130100,AM,Carauari,31130.0,6.0,1.9274012206874398,False,50.0,16.061676839062,77.51012261328455,61.30229096611712,69.40620678970083,Prioridade moderada
1860,352270,SP,Itápolis,40445.0,8.0,1.9779948077636298,False,64.0,15.823958462109038,76.91977144110268,61.875030454995404,69.39740094804904,Prioridade moderada
1861,350440,SP,Avanhandava,11436.0,6.0,5.246589716684156,False,0.0,0.0,38.78017811748411,100.0,69.39008905874206,Prioridade moderada
1862,352640,SP,Laranjal Paulista,27044.0,8.0,2.9581422866439877,False,30.0,11.093033574914953,65.48292249428332,73.2733393974684,69.37813094587585,Prioridade moderada
1863,160040,AP,Mazagão,23773.0,10.0,4.206452698439406,False,12.0,5.047743238127287,50.917014887445724,87.83837446961066,69.37769467852819,Prioridade moderada
1864,270120,AL,Cacimbinhas,10705.0,5.0,4.670714619336758,False,3.0,2.802428771602055,45.499775568390824,93.24805409308861,69.37391483073972,Prioridade moderada
1865,510860,MT,Vila Rica,19686.0,6.0,3.0478512648582745,False,21.0,10.667479427003963,64.43615345684998,74.29863524665218,69.36739435175107,Prioridade moderada
1866,350590,SP,Batatais,59939.0,10.0,1.6683628355494753,False,104.0,17.350973489714544,80.53271150535123,58.19596357918,69.36433754226562,Prioridade moderada
1867,220965,PI,São Francisco de Assis do Piauí,5713.0,3.0,5.251181515841065,False,0.0,0.0,38.72659871797202,100.0,69.36329935898601,Prioridade moderada
1868,350600,SP,Bauru,392947.0,29.0,0.7380130144777794,False,859.0,21.86045446332457,91.38849657909545,47.33118374584456,69.35984016247001,Prioridade moderada
1869,220515,PI,Jacobina do Piauí,5711.0,3.0,5.253020486779898,False,0.0,0.0,38.70514068915675,100.0,69.35257034457837,Prioridade moderada
1870,313140,MG,Ipiaçu,3807.0,2.0,5.2534804307853955,False,0.0,0.0,38.69977383342512,100.0,69.34988691671256,Prioridade moderada
1871,430105,RS,Arroio do Sal,11418.0,6.0,5.254860746190226,False,0.0,0.0,38.683667625814365,100.0,69.34183381290718,Prioridade moderada
1872,350670,SP,Boa Esperança do Sul,13113.0,4.0,3.0504079920689393,False,14.0,10.676427972241287,64.40632029037587,74.27707534332825,69.34169781685206,Prioridade moderada
1873,411860,PR,Paula Freitas,5706.0,3.0,5.257623554153523,False,0.0,0.0,38.651429806479875,100.0,69.32571490323994,Prioridade moderada
1874,291790,BA,Jandaíra,9508.0,5.0,5.258729490954985,False,0.0,0.0,38.63852518506769,100.0,69.31926259253385,Prioridade moderada
1875,411730,PR,Ortigueira,24706.0,13.0,5.261879705334737,False,0.0,0.0,38.60176691471794,100.0,69.30088345735896,Prioridade moderada
1876,520510,GO,Catalão,122760.0,20.0,1.6291951775822744,False,216.0,17.59530791788856,80.9897392459962,57.60728390997863,69.29851157798741,Prioridade moderada
1877,314875,MG,Pedra Bonita,7599.0,4.0,5.263850506645611,False,0.0,0.0,38.57877062346346,100.0,69.28938531173173,Prioridade moderada
1878,317010,MG,Uberaba,356781.0,40.0,1.1211359349292704,False,716.0,20.068333235233936,86.91802752858753,51.64897612412443,69.28350182635597,Prioridade moderada
1879,240630,RN,Lagoa de Pedras,7597.0,4.0,5.2652362774779515,False,0.0,0.0,38.56260075920744,100.0,69.28130037960372,Prioridade moderada
1880,354340,SP,Ribeirão Preto,731639.0,53.0,0.7244009682370677,False,1609.0,21.991719960253622,91.54732871412268,47.014923242209306,69.28112597816599,Prioridade moderada
1881,411430,PR,Mandirituba,29104.0,5.0,1.7179769103903242,False,50.0,17.179769103903244,79.95378976977817,58.608449621193856,69.28111969548601,Prioridade moderada
1882,260520,PE,Escada,62174.0,9.0,1.4475504230064014,False,115.0,18.496477627304017,83.10926071070419,55.4360782784286,69.2726694945664,Prioridade moderada
1883,431177,RS,Maquiné,7593.0,4.0,5.268010009219018,False,0.0,0.0,38.53023547579335,100.0,69.26511773789667,Prioridade moderada
1884,520620,GO,Cristalina,66827.0,22.0,3.2920825414877224,False,64.0,9.576967393418828,61.58634128155302,76.92602700633411,69.25618414394356,Prioridade moderada
1885,411000,PR,Iguaraçu,5693.0,3.0,5.269629369401018,False,0.0,0.0,38.51133997466613,100.0,69.25566998733306,Prioridade moderada
1886,500470,MS,Ivinhema,30001.0,9.0,2.9999000033332224,False,33.0,10.999633345555148,64.9956726584888,73.49837037870901,69.2470215185989,Prioridade moderada
1887,172015,TO,São Félix do Tocantins,1897.0,1.0,5.271481286241434,False,0.0,0.0,38.48973088662348,100.0,69.24486544331174,Prioridade moderada
1888,150610,PA,Primavera,11379.0,6.0,5.272871078302136,False,0.0,0.0,38.47351410067215,100.0,69.23675705033608,Prioridade moderada
1889,291270,BA,Ibirapitanga,26917.0,8.0,2.9720994167254897,False,30.0,11.145372812720584,65.32006374913243,73.14723745830277,69.23365060371759,Prioridade moderada
1890,510620,MT,Nova Brasilândia,3791.0,2.0,5.275652862041678,False,0.0,0.0,38.44105486252953,100.0,69.22052743126477,Prioridade moderada
1891,510510,MT,Juara,36089.0,11.0,3.048020172351686,False,39.0,10.806616974701432,64.43418256009232,73.96340845866266,69.19879550937749,Prioridade moderada
1892,220265,PI,Caxingó,5682.0,3.0,5.279831045406547,False,0.0,0.0,38.39230173808065,100.0,69.19615086904032,Prioridade moderada
1893,430975,RS,Ibarama,3787.0,2.0,5.281225244256667,False,0.0,0.0,38.376033531515574,100.0,69.1880167657578,Prioridade moderada
1894,280620,SE,Salgado,20825.0,11.0,5.282112845138055,False,0.0,0.0,38.36567656236121,100.0,69.18283828118061,Prioridade moderada
1895,350520,SP,Bariri,32406.0,7.0,2.160093809788311,False,49.0,15.120656668518176,74.7949495909237,63.56950908534596,69.18222933813483,Prioridade moderada
