POSICAO_RANKING,IBGE,UF,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA,QTD_UBS,UBS_POR_10MIL,DADO_UBS_AUSENTE,QTD_LEITOS_SUS,LEITOS_SUS_POR_10MIL,DEFICIT_UBS,DEFICIT_LEITOS,IPIS,FAIXA_IPIS
1,353820,SP,Pinhalzinho,15676.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
2,430163,RS,Balneário Pinhal,15413.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
3,231095,CE,Pires Ferreira,10984.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
4,354050,SP,Porangaba,10850.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
5,431415,RS,Paverama,8146.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
6,410895,PR,Guamiranga,7916.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
7,351535,SP,Euclides da Cunha Paulista,7883.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
8,430471,RS,Caraá,7555.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
9,430990,RS,Ibiraiaras,6827.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
10,355390,SP,Tarabai,6633.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
11,412175,PR,Reserva do Iguaçu,6493.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
12,431695,RS,Santa Maria do Herval,6486.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
13,170650,TO,Darcinópolis,6093.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
14,430063,RS,Amaral Ferrador,5384.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
15,432135,RS,Tavares,5319.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
16,280310,SE,Itabi,4816.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
17,430320,RS,Cacique Doble,4692.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
18,431848,RS,São José do Hortêncio,4555.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
19,432340,RS,Vila Maria,4515.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
20,412125,PR,Ramilândia,4279.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
21,220155,PI,Bela Vista do Piauí,4225.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
22,354010,SP,Pongaí,3440.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
23,432252,RS,Vale Verde,3213.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
24,430057,RS,Alto Feliz,3145.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
25,431301,RS,Nova Candelária,3138.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
26,430705,RS,Ernestina,3097.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
27,171840,TO,Presidente Kennedy,3016.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
28,430469,RS,Capitão,2994.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
29,432183,RS,Três Forquilhas,2813.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
30,431123,RS,Lagoa Bonita do Sul,2283.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
31,431971,RS,São Valentim do Sul,2255.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
32,410910,PR,Guaporema,2210.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
33,430047,RS,Almirante Tamandaré do Sul,2007.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
34,431057,RS,Itapuca,1963.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
35,316820,MG,Tapiraí,1698.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
36,432218,RS,Tupanci do Sul,1396.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
37,430066,RS,André da Rocha,1156.0,,,True,0.0,0.0,,100.0,100.0,Alta prioridade
38,314340,MG,Monte Sião,25107.0,1.0,0.3982952961325527,False,0.0,0.0,95.35249211343151,100.0,97.67624605671575,Alta prioridade
39,410465,PR,Carambeí,24469.0,1.0,0.4086803710817769,False,0.0,0.0,95.23131388662898,100.0,97.61565694331449,Alta prioridade
40,431306,RS,Nova Hartz,20558.0,1.0,0.4864286409183773,False,0.0,0.0,94.32410835158696,100.0,97.16205417579349,Alta prioridade
41,280170,SE,Cristinápolis,17594.0,1.0,0.5683755825849721,False,0.0,0.0,93.36791062248066,100.0,96.68395531124034,Alta prioridade
42,280600,SE,Ribeirópolis,17365.0,1.0,0.5758710048949035,False,0.0,0.0,93.28045030186725,100.0,96.64022515093362,Alta prioridade
43,351510,SP,Embu-Guaçu,68913.0,1.0,0.1451105016470042,False,17.0,2.4668785279990715,98.30677839438023,94.05650179274704,96.18164009356363,Alta prioridade
44,352500,SP,Jandira,121550.0,10.0,0.8227067050596462,False,0.0,0.0,90.40024841562524,100.0,95.20012420781262,Alta prioridade
45,353500,SP,Palestina,11704.0,1.0,0.8544087491455913,False,0.0,0.0,90.03033317600178,100.0,95.01516658800088,Alta prioridade
46,430468,RS,Capela de Santana,11424.0,1.0,0.8753501400560224,False,0.0,0.0,89.7859785969822,100.0,94.8929892984911,Alta prioridade
47,280660,SE,Santo Amaro das Brotas,11289.0,1.0,0.8858180529719195,False,0.0,0.0,89.66383377552704,100.0,94.83191688776353,Alta prioridade
48,292305,BA,Novo Triunfo,11060.0,1.0,0.9041591320072333,False,0.0,0.0,89.44982093055377,100.0,94.72491046527688,Alta prioridade
49,421190,SC,Palhoça,253469.0,24.0,0.9468613518812952,False,0.0,0.0,88.95155016118812,100.0,94.47577508059406,Alta prioridade
50,350460,SP,Bady Bassitt,29346.0,3.0,1.0222858311183807,False,0.0,0.0,88.07145977222703,100.0,94.03572988611351,Alta prioridade
51,315100,MG,Piranguinho,9518.0,1.0,1.0506408909434755,False,0.0,0.0,87.74059881192737,100.0,93.87029940596369,Alta prioridade
52,353030,SP,Mirassol,65811.0,7.0,1.06365197307441,False,0.0,0.0,87.58877902544367,100.0,93.79438951272184,Alta prioridade
53,313150,MG,Ipuiúna,9283.0,1.0,1.0772379618657761,False,0.0,0.0,87.43025094171333,100.0,93.71512547085666,Alta prioridade
54,315890,MG,Santana do Manhuaçu,9264.0,1.0,1.079447322970639,False,0.0,0.0,87.4044710159677,100.0,93.70223550798386,Alta prioridade
55,410040,PR,Almirante Tamandaré,125861.0,14.0,1.112338214379355,False,0.0,0.0,87.02068371367577,100.0,93.51034185683788,Alta prioridade
56,170384,TO,Campos Lindos,8990.0,1.0,1.1123470522803116,False,0.0,0.0,87.02058058864569,100.0,93.51029029432284,Alta prioridade
57,310830,MG,Borda da Mata,17837.0,2.0,1.1212647866793743,False,0.0,0.0,86.9165240221926,100.0,93.45826201109631,Alta prioridade
58,314053,MG,Martins Soares,8797.0,1.0,1.1367511651699442,False,0.0,0.0,86.73582124496131,100.0,93.36791062248065,Alta prioridade
59,411490,PR,Marilândia do Sul,8761.0,1.0,1.1414222120762472,False,0.0,0.0,86.6813171432399,100.0,93.34065857161994,Alta prioridade
60,354805,SP,Santo Antônio do Aracanguá,8593.0,1.0,1.1637379262190155,False,0.0,0.0,86.42092627626262,100.0,93.2104631381313,Alta prioridade
61,410130,PR,Antônio Olinto,7048.0,,,True,2.0,2.837684449489217,,93.16311190564828,93.16311190564828,Alta prioridade
62,412405,PR,Santa Terezinha de Itaipu,25300.0,3.0,1.1857707509881423,False,0.0,0.0,86.16383630339028,100.0,93.08191815169513,Alta prioridade
63,172110,TO,Tocantínia,7802.0,1.0,1.281722635221738,False,0.0,0.0,85.04422192923926,100.0,92.52211096461963,Alta prioridade
64,310810,MG,Bonfim,7710.0,1.0,1.297016861219196,False,0.0,0.0,84.86576128299932,100.0,92.43288064149965,Alta prioridade
65,431225,RS,Minas do Leão,7661.0,1.0,1.3053126223730585,False,0.0,0.0,84.7689622101455,100.0,92.38448110507275,Alta prioridade
66,354325,SP,Ribeirão Grande,7571.0,1.0,1.320829480914014,False,0.0,0.0,84.58790377650571,100.0,92.29395188825285,Alta prioridade
67,353610,SP,Pardinho,7435.0,1.0,1.3449899125756557,False,0.0,0.0,84.30598782675517,100.0,92.15299391337759,Alta prioridade
68,354820,SP,Santo Antônio do Pinhal,7314.0,1.0,1.3672409078479628,False,0.0,0.0,84.04635213179174,100.0,92.02317606589587,Alta prioridade
69,410580,PR,Colombo,241672.0,25.0,1.0344599291601841,False,39.0,1.6137574894898872,87.92940633295589,96.11194283104653,92.02067458200122,Alta prioridade
70,420190,SC,Aurora,7241.0,1.0,1.3810247203424941,False,0.0,0.0,83.8855157425666,100.0,91.9427578712833,Alta prioridade
71,315057,MG,Pintópolis,7228.0,1.0,1.383508577753182,False,0.0,0.0,83.8565328572115,100.0,91.92826642860575,Alta prioridade
72,410600,PR,Congonhinhas,8445.0,1.0,1.1841326228537596,False,1.0,1.1841326228537596,86.18295079833331,97.147046341682,91.66499857000765,Alta prioridade
73,355495,SP,Tuiuti,6976.0,1.0,1.43348623853211,False,0.0,0.0,83.27336861982866,100.0,91.63668430991433,Alta prioridade
74,412160,PR,Renascença,6945.0,1.0,1.4398848092152627,False,0.0,0.0,83.19870691028434,100.0,91.59935345514216,Alta prioridade
75,350540,SP,Barra do Turvo,6894.0,1.0,1.450536698578474,False,0.0,0.0,83.0744153600123,100.0,91.53720768000615,Alta prioridade
76,313430,MG,Itumirim,6876.0,1.0,1.4543339150668992,False,0.0,0.0,83.03010754681861,100.0,91.5150537734093,Alta prioridade
77,411373,PR,Luiziana,6659.0,1.0,1.501726986033939,False,0.0,0.0,82.47710159061792,100.0,91.23855079530895,Alta prioridade
78,411995,PR,Pontal do Paraná,33131.0,5.0,1.5091606048715704,False,0.0,0.0,82.39036242370057,100.0,91.19518121185028,Alta prioridade
79,320330,ES,Mantenópolis,13131.0,2.0,1.523113243469652,False,0.0,0.0,82.22755608741524,100.0,91.11377804370761,Alta prioridade
80,170040,TO,Almas,6483.0,1.0,1.5424957581366652,False,0.0,0.0,82.00139125280344,100.0,91.00069562640172,Alta prioridade
81,410865,PR,Goioxim,6469.0,1.0,1.5458339774308238,False,0.0,0.0,81.96243924747638,100.0,90.98121962373818,Alta prioridade
82,412627,PR,Saudade do Iguaçu,6413.0,1.0,1.559332605644784,False,0.0,0.0,81.80493053047321,100.0,90.9024652652366,Alta prioridade
83,410773,PR,Fernandes Pinheiro,6400.0,1.0,1.5625,False,0.0,0.0,81.76797179561324,100.0,90.88398589780661,Alta prioridade
84,312930,MG,Iapu,12583.0,2.0,1.5894460780418025,False,0.0,0.0,81.45355153650556,100.0,90.72677576825278,Alta prioridade
85,354650,SP,Santa Ernestina,6274.0,1.0,1.593879502709595,False,0.0,0.0,81.40182012941102,100.0,90.70091006470551,Alta prioridade
86,351500,SP,Embu das Artes,259788.0,21.0,0.8083514250080834,False,99.0,3.810799575038108,90.56775297292569,90.81856678982457,90.69315988137512,Alta prioridade
87,350390,SP,Arujá,90273.0,8.0,0.8862007466241291,False,31.0,3.4340278931684995,89.65936831539217,91.72633009892925,90.69284920716072,Alta prioridade
88,353980,SP,Poá,106355.0,17.0,1.5984203845611396,False,0.0,0.0,81.34883485837733,100.0,90.67441742918867,Alta prioridade
89,314740,MG,Paraopeba,24899.0,4.0,1.606490220490783,False,0.0,0.0,81.25467199356194,100.0,90.62733599678097,Alta prioridade
90,412170,PR,Reserva,24878.0,4.0,1.6078462898946861,False,0.0,0.0,81.23884870036574,100.0,90.61942435018287,Alta prioridade
91,411900,PR,Pérola d'Oeste,6218.0,1.0,1.608234158893535,False,0.0,0.0,81.2343228517087,100.0,90.61716142585435,Alta prioridade
92,411585,PR,Mercedes,6194.0,1.0,1.6144656118824667,False,0.0,0.0,81.16161115465366,100.0,90.58080557732683,Alta prioridade
93,431247,RS,Morro Reuter,6167.0,1.0,1.6215339711366954,False,0.0,0.0,81.07913401847328,100.0,90.53956700923663,Alta prioridade
94,353420,SP,Orindiúva,6157.0,1.0,1.6241676140977748,False,0.0,0.0,81.04840336071541,100.0,90.5242016803577,Alta prioridade
95,310970,MG,Cachoeira de Minas,12302.0,2.0,1.6257519102584945,False,0.0,0.0,81.02991700405215,100.0,90.51495850202608,Alta prioridade
96,410740,PR,Enéas Marques,6146.0,1.0,1.6270745200130166,False,0.0,0.0,81.01448413470952,100.0,90.50724206735475,Alta prioridade
97,421310,SC,Piratuba,6144.0,1.0,1.6276041666666665,False,0.0,0.0,81.0083039537638,100.0,90.5041519768819,Alta prioridade
98,430965,RS,Hulha Negra,6102.0,1.0,1.6388069485414618,False,0.0,0.0,80.87758431529411,100.0,90.43879215764706,Alta prioridade
99,330510,RJ,São João de Meriti,466503.0,22.0,0.4715939661695637,False,264.0,5.659127594034765,94.49720672497786,86.36535430180126,90.43128051338957,Alta prioridade
100,350945,SP,Campina do Monte Alegre,6090.0,1.0,1.6420361247947455,False,0.0,0.0,80.83990467847697,100.0,90.41995233923848,Alta prioridade
101,412550,PR,São José dos Pinhais,349880.0,31.0,0.886018063336001,False,133.0,3.8013033039899393,89.66149995498361,90.841446339551,90.2514731472673,Alta prioridade
102,150611,PA,Quatipuru,11838.0,2.0,1.6894745734076704,False,0.0,0.0,80.28636923330372,100.0,90.14318461665187,Alta prioridade
103,430512,RS,Cerrito,5910.0,1.0,1.6920473773265652,False,0.0,0.0,80.25634847579099,100.0,90.1281742378955,Alta prioridade
104,241270,RN,São Pedro,5890.0,1.0,1.697792869269949,False,0.0,0.0,80.18930721424869,100.0,90.09465360712434,Alta prioridade
105,350115,SP,Alumínio,17607.0,3.0,1.703867779860283,False,0.0,0.0,80.11842213186654,100.0,90.05921106593327,Alta prioridade
106,351907,SP,Hortolândia,248842.0,23.0,0.9242812708465613,False,94.0,3.7774973678076855,89.215025792729,90.89880244258374,90.05691411765636,Alta prioridade
107,313115,MG,Ipaba,17587.0,3.0,1.7058054244612497,False,0.0,0.0,80.095812729617,100.0,90.0479063648085,Alta prioridade
108,352000,SP,Igaraçu do Tietê,23421.0,4.0,1.7078690064472055,False,0.0,0.0,80.07173382723619,100.0,90.0358669136181,Alta prioridade
109,351060,SP,Carapicuíba,398236.0,15.0,0.3766610753422594,False,258.0,6.478570495886861,95.60493097655377,84.39105465030828,89.99799281343103,Alta prioridade
110,315070,MG,Pirajuba,5814.0,1.0,1.7199862401100792,False,0.0,0.0,79.93034390985977,100.0,89.96517195492989,Alta prioridade
111,231085,CE,Pindoretama,24919.0,1.0,0.4013002126891127,False,16.0,6.420803403025803,95.31742925044844,84.53023402576638,89.9238316381074,Alta prioridade
112,354090,SP,Pradópolis,17299.0,3.0,1.7342042892652754,False,0.0,0.0,79.76444063100608,100.0,89.88222031550305,Alta prioridade
113,411410,PR,Mandaguaçu,34521.0,6.0,1.7380724776223169,False,0.0,0.0,79.71930468270179,100.0,89.8596523413509,Alta prioridade
114,412630,PR,Sengés,17256.0,3.0,1.7385257301808066,False,0.0,0.0,79.71401590610652,100.0,89.85700795305326,Alta prioridade
115,353990,SP,Poloni,5702.0,1.0,1.75377060680463,False,0.0,0.0,79.53613109293664,100.0,89.76806554646832,Alta prioridade
116,430310,RS,Cachoeirinha,141503.0,4.0,0.2826795191621379,False,101.0,7.1376578588439825,96.70155458165338,82.8031027038717,89.75232864276254,Alta prioridade
117,150070,PA,Anajás,30247.0,1.0,0.330611300294244,False,21.0,6.942837306179125,96.14226268694168,83.2724876339999,89.70737516047079,Alta prioridade
118,354410,SP,Rio Grande da Serra,45324.0,8.0,1.7650692789691997,False,0.0,0.0,79.40429255880764,100.0,89.70214627940382,Alta prioridade
119,353770,SP,Piacatu,5631.0,1.0,1.775883502042266,False,0.0,0.0,79.27810681795857,100.0,89.6390534089793,Alta prioridade
120,350510,SP,Barbosa,5627.0,1.0,1.777145903678692,False,0.0,0.0,79.2633764869246,100.0,89.63168824346229,Alta prioridade
121,352940,SP,Mauá,429014.0,25.0,0.5827315658696453,False,249.0,5.804006396061666,93.20039785950603,86.0162949985796,89.60834642904281,Alta prioridade
122,210750,MA,Paço do Lumiar,153158.0,22.0,1.436425129604722,False,26.0,1.6975933349873986,83.23907617507635,95.90995550505437,89.57451584006536,Alta prioridade
123,354730,SP,Santana de Parnaíba,163787.0,14.0,0.854768693486052,False,74.0,4.518063094140561,90.0261331661667,89.11454309748231,89.57033813182451,Alta prioridade
124,220253,PI,Caraúbas do Piauí,5581.0,1.0,1.7917935853789644,False,0.0,0.0,79.09246004155612,100.0,89.54623002077807,Alta prioridade
125,350275,SP,Araçariguama,22314.0,4.0,1.7925965761405396,False,0.0,0.0,79.08309034541986,100.0,89.54154517270993,Alta prioridade
126,316600,MG,Senhora de Oliveira,5577.0,1.0,1.7930787161556392,False,0.0,0.0,79.07746449559346,100.0,89.53873224779673,Alta prioridade
127,411540,PR,Marmeleiro,16605.0,3.0,1.806684733514002,False,0.0,0.0,78.91870270856815,100.0,89.45935135428408,Alta prioridade
128,430955,RS,Harmonia,5535.0,1.0,1.806684733514002,False,0.0,0.0,78.91870270856815,100.0,89.45935135428408,Alta prioridade
129,411325,PR,Laranjal,5525.0,1.0,1.8099547511312217,False,0.0,0.0,78.88054651437551,100.0,89.44027325718776,Alta prioridade
130,430435,RS,Candiota,11012.0,2.0,1.8162005085361426,False,0.0,0.0,78.80766790627038,100.0,89.40383395313519,Alta prioridade
131,351250,SP,Coroados,5504.0,1.0,1.816860465116279,False,0.0,0.0,78.79996720420144,100.0,89.39998360210072,Alta prioridade
132,220552,PI,Júlio Borges,5501.0,1.0,1.817851299763679,False,0.0,0.0,78.78840565204958,100.0,89.39420282602478,Alta prioridade
133,354995,SP,São Lourenço da Serra,16479.0,3.0,1.8204988166757692,False,0.0,0.0,78.75751310612138,100.0,89.3787565530607,Alta prioridade
134,350770,SP,Braúna,5477.0,1.0,1.8258170531312763,False,0.0,0.0,78.69545727440656,100.0,89.34772863720329,Alta prioridade
135,431442,RS,Picada Café,5473.0,1.0,1.827151470856934,False,0.0,0.0,78.67988662377576,100.0,89.33994331188788,Alta prioridade
136,355535,SP,Ubarana,5458.0,1.0,1.8321729571271528,False,0.0,0.0,78.62129342101956,100.0,89.31064671050979,Alta prioridade
137,317050,MG,Urucânia,10899.0,2.0,1.8350307367648409,False,0.0,0.0,78.58794742488756,100.0,89.29397371244377,Alta prioridade
138,354330,SP,Ribeirão Pires,118954.0,13.0,1.092859424651546,False,43.0,3.61484271230896,87.2479719336468,91.2906894537947,89.26933069372075,Alta prioridade
139,432035,RS,Sentinela do Sul,5424.0,1.0,1.8436578171091444,False,0.0,0.0,78.48728235470588,100.0,89.24364117735294,Alta prioridade
140,431125,RS,Lagoão,5421.0,1.0,1.8446781036709092,False,0.0,0.0,78.47537714294867,100.0,89.23768857147434,Alta prioridade
141,220930,PI,Santa Luz,5418.0,1.0,1.8456995201181248,False,0.0,0.0,78.46345874712527,100.0,89.23172937356264,Alta prioridade
142,355110,SP,Sarapuí,10677.0,2.0,1.8731853516905497,False,0.0,0.0,78.14274037499762,100.0,89.07137018749881,Alta prioridade
143,410765,PR,Fazenda Rio Grande,165943.0,14.0,0.8436631855516654,False,84.0,5.061979113309992,90.15571776385232,87.80407569986309,88.9798967318577,Alta prioridade
144,420210,SC,Barra Velha,52860.0,10.0,1.8917896329928112,False,0.0,0.0,77.92565635488549,100.0,88.96282817744274,Alta prioridade
145,280680,SE,São Domingos,10559.0,2.0,1.8941187612463302,False,0.0,0.0,77.89847892639924,100.0,88.94923946319962,Alta prioridade
146,412870,PR,Vitorino,10549.0,2.0,1.8959143046734286,False,0.0,0.0,77.87752763142,100.0,88.93876381570999,Alta prioridade
147,355645,SP,Vargem Grande Paulista,52352.0,10.0,1.9101466992665037,False,0.0,0.0,77.71145696285237,100.0,88.85572848142618,Alta prioridade
148,432225,RS,Tupandi,5172.0,1.0,1.9334880123743234,False,0.0,0.0,77.43909889635049,100.0,88.71954944817524,Alta prioridade
149,311210,MG,Caparaó,5138.0,1.0,1.9462826002335538,False,0.0,0.0,77.28980527285418,100.0,88.64490263642709,Alta prioridade
150,521056,GO,Itaguari,5120.0,1.0,1.953125,False,0.0,0.0,77.20996474451655,100.0,88.60498237225828,Alta prioridade
151,431280,RS,Nova Araçá,5098.0,1.0,1.9615535504119261,False,0.0,0.0,77.11161622046386,100.0,88.55580811023194,Alta prioridade
152,430265,RS,Brochier,5083.0,1.0,1.967342120794806,False,0.0,0.0,77.04407229823425,100.0,88.52203614911713,Alta prioridade
153,150506,PA,Novo Repartimento,63796.0,1.0,0.1567496394758292,False,56.0,8.777979810646436,98.17096713731151,78.85104326146237,88.51100519938694,Alta prioridade
154,352860,SP,Manduri,10122.0,2.0,1.9758940920766648,False,0.0,0.0,76.94428363800134,100.0,88.47214181900067,Alta prioridade
155,412110,PR,Quinta do Sol,5052.0,1.0,1.979414093428345,False,0.0,0.0,76.9032105090904,100.0,88.4516052545452,Alta prioridade
156,317115,MG,Vermelho Novo,5048.0,1.0,1.9809825673534074,False,0.0,0.0,76.88490877415308,100.0,88.44245438707654,Alta prioridade
157,352310,SP,Itaquaquecetuba,382983.0,19.0,0.4961055712655653,False,276.0,7.2065861931208435,94.211193108693,82.6370323333392,88.4241127210161,Alta prioridade
158,430720,RS,Erval Grande,5027.0,1.0,1.9892580067634773,False,0.0,0.0,76.7883468255271,100.0,88.39417341276355,Alta prioridade
159,410380,PR,Cambira,10045.0,2.0,1.991040318566451,False,0.0,0.0,76.76754992372817,100.0,88.38377496186408,Alta prioridade
160,431215,RS,Mato Leitão,5001.0,1.0,1.999600079984003,False,0.0,0.0,76.66767036431209,100.0,88.33383518215604,Alta prioridade
161,522185,GO,Valparaíso de Goiás,218416.0,40.0,1.8313676653725002,False,19.0,0.8698996410519375,78.63068996628905,97.90413394968586,88.26741195798746,Alta prioridade
162,411480,PR,Marialva,44749.0,9.0,2.011218127779392,False,0.0,0.0,76.5321051962574,100.0,88.26605259812871,Alta prioridade
163,351760,SP,Guapiara,17225.0,1.0,0.5805515239477503,False,12.0,6.966618287373005,93.22583567442234,83.21519165550387,88.22051366496311,Alta prioridade
164,420320,SC,Camboriú,117324.0,14.0,1.1932767379223348,False,47.0,4.006000477310695,86.07625270947928,90.34826547602121,88.21225909275024,Alta prioridade
165,510010,MT,Acorizal,4948.0,1.0,2.0210185933710587,False,0.0,0.0,76.41774848260403,100.0,88.20887424130201,Alta prioridade
166,350410,SP,Atibaia,167161.0,19.0,1.1366287591005078,False,72.0,4.30722477132824,86.73724953994395,89.6225199514021,88.17988474567302,Alta prioridade
167,412385,PR,Santa Maria do Oeste,9869.0,2.0,2.026547775863816,False,0.0,0.0,76.35323122746473,100.0,88.17661561373237,Alta prioridade
168,430180,RS,Barracão,4915.0,1.0,2.0345879959308237,False,0.0,0.0,76.25941393528478,100.0,88.12970696764239,Alta prioridade
169,170555,TO,Combinado,4906.0,1.0,2.038320423970648,False,0.0,0.0,76.21586210597732,100.0,88.10793105298866,Alta prioridade
170,171570,TO,Palmeirante,4905.0,1.0,2.038735983690112,False,0.0,0.0,76.21101314820076,100.0,88.10550657410039,Alta prioridade
171,211120,MA,São José de Ribamar,259164.0,37.0,1.4276674229445447,False,77.0,2.971091663965674,83.34126545817017,92.84169132045287,88.09147838931152,Alta prioridade
172,355190,SP,Severínia,14693.0,3.0,2.0417886068195736,False,0.0,0.0,76.17539362116479,100.0,88.0876968105824,Alta prioridade
173,330452,RJ,Rio das Ostras,168455.0,14.0,0.8310824849366301,False,99.0,5.8769404291947405,90.30251564445666,85.84057362022467,88.07154463234068,Alta prioridade
174,412853,PR,Ventania,9760.0,2.0,2.0491803278688523,False,0.0,0.0,76.08914333850916,100.0,88.04457166925458,Alta prioridade
175,353270,SP,Nipoã,4876.0,1.0,2.0508613617719442,False,0.0,0.0,76.0695281976876,100.0,88.0347640988438,Alta prioridade
176,352140,SP,Iracemápolis,22500.0,4.0,1.777777777777778,False,3.0,1.3333333333333335,79.25600346523106,96.78757418073394,88.0217888229825,Alta prioridade
177,351970,SP,Ibiúna,77801.0,3.0,0.385599156823177,False,63.0,8.097582293286719,95.50063699021574,80.49033817556054,87.99548758288813,Alta prioridade
178,355480,SP,Tremembé,53426.0,11.0,2.0589226219443715,False,0.0,0.0,75.97546539907859,100.0,87.9877326995393,Alta prioridade
179,240360,RN,Extremoz,68584.0,10.0,1.4580660212294412,False,20.0,2.9161320424588824,82.98655947333557,92.97410660081201,87.98033303707379,Alta prioridade
180,171380,TO,Palmeiras do Tocantins,4850.0,1.0,2.061855670103093,False,0.0,0.0,75.94124113235561,100.0,87.97062056617781,Alta prioridade
181,312370,MG,Engenheiro Caldas,14501.0,3.0,2.0688228398041515,False,0.0,0.0,75.85994472627917,100.0,87.92997236313958,Alta prioridade
182,280140,SE,Carira,20314.0,4.0,1.9690853598503495,False,1.0,0.4922713399625874,77.02373131671256,98.8139611280646,87.91884622238858,Alta prioridade
183,432185,RS,Três Palmeiras,4829.0,1.0,2.070822116380203,False,0.0,0.0,75.83661617144848,100.0,87.91830808572425,Alta prioridade
184,520455,GO,Caldazinha,4819.0,1.0,2.0751193193608635,False,0.0,0.0,75.78647426684472,100.0,87.89323713342236,Alta prioridade
185,350920,SP,Cajamar,98365.0,12.0,1.2199461190464087,False,41.0,4.16814924007523,85.76506108781678,89.95759732197108,87.86132920489393,Alta prioridade
186,420665,SC,Guatambú,9611.0,2.0,2.0809489127041934,False,0.0,0.0,75.71845166828108,100.0,87.85922583414055,Alta prioridade
187,353040,SP,Mirassolândia,4783.0,1.0,2.090738030524775,False,0.0,0.0,75.6042273660725,100.0,87.80211368303625,Alta prioridade
188,354320,SP,Ribeirão do Sul,4776.0,1.0,2.0938023450586263,False,0.0,0.0,75.56847141790719,100.0,87.78423570895359,Alta prioridade
189,314055,MG,Mata Verde,9532.0,2.0,2.0981955518254303,False,0.0,0.0,75.51720929331194,100.0,87.75860464665597,Alta prioridade
190,421850,SC,Treze Tílias,9531.0,2.0,2.098415696149407,False,0.0,0.0,75.51464053969673,100.0,87.75732026984836,Alta prioridade
191,412270,PR,Sabáudia,9511.0,2.0,2.102828304068973,False,0.0,0.0,75.46315203278829,100.0,87.73157601639414,Alta prioridade
192,410335,PR,Braganey,4745.0,1.0,2.107481559536354,False,0.0,0.0,75.40885553043725,100.0,87.70442776521863,Alta prioridade
193,432310,RS,Vicente Dutra,4741.0,1.0,2.109259649862898,False,0.0,0.0,75.38810788692781,100.0,87.6940539434639,Alta prioridade
194,352770,SP,Luiziânia,4740.0,1.0,2.109704641350211,False,0.0,0.0,75.38291550462547,100.0,87.69145775231274,Alta prioridade
195,353910,SP,Pirapora do Bom Jesus,18925.0,4.0,2.1136063408190227,False,0.0,0.0,75.3373885319788,100.0,87.6686942659894,Alta prioridade
196,320220,ES,Fundão,18898.0,4.0,2.1166260979997884,False,0.0,0.0,75.30215250120114,100.0,87.65107625060057,Alta prioridade
197,352960,SP,Meridiano,4721.0,1.0,2.1181952976064395,False,0.0,0.0,75.28384229864959,100.0,87.64192114932479,Alta prioridade
198,312040,MG,Cristiano Otoni,4719.0,1.0,2.1190930281839373,False,0.0,0.0,75.27336713115591,100.0,87.63668356557795,Alta prioridade
199,411360,PR,Lobato,4707.0,1.0,2.1244954323348204,False,0.0,0.0,75.21032918885166,100.0,87.60516459442583,Alta prioridade
200,172020,TO,São Miguel do Tocantins,14116.0,3.0,2.1252479455936526,False,0.0,0.0,75.20154848935776,100.0,87.60077424467889,Alta prioridade
201,421520,SC,Romelândia,4684.0,1.0,2.134927412467976,False,0.0,0.0,75.08860364900187,100.0,87.54430182450093,Alta prioridade
